x,::protected::p,c,xb,::protected::pb,cb,::label::label
-0.2203246476794718,-0.3154739885161458,-0.1109405310859875,0,0,0,0
0.2790738345935151,-0.3762083505964281,0.0294948805703699,1,0,1,1
-1.3027498266585849,-0.9148301832472602,0.1084245802791335,0,0,1,0
-1.2543795116744043,0.257056737755045,-0.5315089880355534,0,1,0,0
1.6361415577587242,0.6256500966629396,1.500164529425016,1,1,1,1
0.2410577705020033,1.0170621029607727,1.5171482108959504,1,1,1,1
0.872952528199054,1.9251175496762143,1.0118418868079964,1,1,1,1
-0.0939921488324199,-0.7254365634107535,-0.9167379847455368,0,0,0,0
-1.291542804000141,0.4225162667812659,2.125069072052911,0,1,1,1
0.8858711857323183,1.321241964053619,0.6735400829781916,1,1,1,1
1.2425575171818894,1.8036409444142047,0.3026447283700838,1,1,1,1
0.3052190940665034,-0.3625497613983384,-0.9961917858038256,1,0,0,0
1.286926822694924,-0.4486930591285232,-1.803417914125357,1,0,0,0
-2.0326422262136448,-1.8911541280917403,-0.6654828542947748,0,0,0,0
0.0305281350133534,-0.0983635013004696,0.4482833881312997,1,0,1,0
0.1849877507369433,-1.259422684777592,-0.2419623137175607,1,0,0,1
1.0154868786962044,-0.3614516906440075,-0.8240146578998515,1,0,0,1
1.6583020379465718,1.1694164007023131,0.6601908804815452,1,1,1,1
0.6987007632429068,0.9416133176706928,0.554240607936164,1,1,1,1
-0.1879201957978897,-0.6116815880368323,0.5383324798721391,0,0,1,1
0.1380985131362586,0.0581556627246419,0.0661921896076027,1,1,1,1
-0.3149710132652485,-0.8896519859453992,-0.7726629136017842,0,0,0,0
0.1563839440823495,0.5771858771291538,1.1119776516864446,1,1,1,1
0.009486986585133,-0.2245533850775254,-0.0381260926620663,1,0,0,0
-1.094162865586031,-0.8577914059830555,0.6221928482179633,0,0,1,0
1.3145487491476862,1.5593744612764415,1.065419687138111,1,1,1,1
0.5971611344991351,0.4990471888073744,-1.2289702164245977,1,1,0,1
1.0748595343789218,-0.8417122459823968,-0.885938007004445,1,0,0,1
0.5090194542444855,1.9316289876717287,1.6511760450054371,1,1,1,1
2.0841604384328227,0.4250887205684038,-0.6771385687479018,1,1,0,1
2.1206591156074346,1.777323339318022,1.0213566277798627,1,1,1,1
0.8538869068246344,0.5111793611289757,0.9086521820467528,1,1,1,1
-0.4543779203469011,-1.0501583202021716,-1.0199098408120852,0,0,0,0
-0.6902927932054083,-0.5847757453620727,0.467402028960012,0,0,1,0
1.5057918528176806,1.4839468848467623,0.8527857217590176,1,1,1,1
-0.4998479503443093,0.3937843840941855,1.933960430468668,0,1,1,0
-0.2751360650153776,-0.2748399052286711,0.8047084702669118,0,0,1,0
0.5068759745678374,0.4160640344951565,0.8159485231801307,1,1,1,1
0.3525994111519875,1.0836367292216758,2.175969394657118,1,1,1,1
-1.744331541454352,-0.6399628030753461,0.0486604003193937,0,0,1,0
-0.6377251655704657,-1.1195161832580685,-0.3619626781874234,0,0,0,0
-0.7101035058896153,0.3789133276804987,0.0913049120636131,0,1,1,0
2.082892155677923,1.5826304785644374,0.479039211320787,1,1,1,1
-0.1606433952315015,-0.164476701801163,-0.0342734079110735,0,0,0,1
-1.7319526842008006,-1.5303473227860178,-0.8115001079050361,0,0,0,0
0.7236348825360204,0.6457178265373158,1.176823713573941,1,1,1,1
-1.1996428906133882,-2.073837659440894,-0.9127358315406082,0,0,0,0
-0.3527642347928308,-0.343092249910182,0.6162646615528015,0,0,1,1
-0.3774799907714071,1.3759167197543152,2.1752564431857664,0,1,1,1
-1.006297627113248,-0.1334335265854625,1.4879497331198726,0,0,1,0
0.3038386323627218,0.3409781763663847,-0.0003508461623731,1,1,0,0
0.0387854271417284,-0.6758346734879376,-1.0063262211955455,1,0,0,0
-2.137163624357312,-0.5006894423175642,1.6906833841804518,0,0,1,0
-2.1514683371464485,-1.6269949698647173,-0.5380016912748963,0,0,0,0
-0.4458287269031605,0.4783904027466301,-0.6958399208221069,0,1,0,0
-0.5728915792817585,-1.0755092078975743,-1.7628661167298654,0,0,0,0
1.210434713243758,1.255439454463986,0.9503504428053932,1,1,1,1
-0.27819207054341,-1.479266817306768,-0.2593957866320003,0,0,0,1
0.5056835295617754,-0.0625992137801451,-0.4570082808566104,1,0,0,1
-0.3728132087456347,-0.3245216743737084,-0.4760728573278658,0,0,0,0
1.458446826505381,1.2781610071363732,0.9956678394859232,1,1,1,1
0.3656372717332724,-0.3922468118473288,-0.992286048717873,1,0,0,0
-0.2026963728265792,0.5823250407399364,0.3294159984516636,0,1,1,1
0.3375516491610578,0.621798398095202,0.8211146221228439,1,1,1,1
-2.1338666193217515,-1.0831118186096051,0.7736621377093901,0,0,1,0
-2.0043336488685566,-2.142544189832649,-0.8177647727708393,0,0,0,0
0.281134232751528,-0.2411397821114547,-0.8717820378431256,1,0,0,1
-0.4889504682186812,-1.482045831952145,-1.317868122289514,0,0,0,0
0.7149486084979575,1.53638318600345,0.094649405709015,1,1,1,1
-0.1529023741094917,-0.1566267608846831,1.0390573204889515,0,0,1,1
1.5564332052031375,1.141356710003287,1.2129491665811705,1,1,1,1
0.2956213851649564,-0.3799960275340938,0.0925586330377579,1,0,1,1
0.11833816717553,-1.019150426838059,0.426924115629297,1,0,1,1
0.4270939209765102,0.5883869466395598,-0.9013588876629608,1,1,0,0
-1.1287588605128511,-1.2162572995804015,-0.2274240212539193,0,0,0,0
1.2830929522766017,1.202172881575072,0.9513492654468276,1,1,1,1
0.8625977802413455,-0.4047027340590633,0.5494703586462675,1,0,1,1
0.4724457014652654,0.8702621709251316,-0.1495875883923502,1,1,0,1
-1.1373574638192507,-0.6484651113452262,-0.2587937653692272,0,0,0,0
-1.5532367871180948,-0.5763564816766658,-1.1580338788506943,0,0,0,0
-1.246391857814245,-0.4722426919566629,0.2352043900510559,0,0,1,0
0.5212761790669754,-0.0390455943405996,-0.5026237514607159,1,0,0,0
-0.1029656019969061,0.1669331612195838,0.0992622992926556,0,1,1,1
0.5750141937680321,-1.3056812464932055,-0.8665564430626951,1,0,0,0
0.5787256724246167,-0.2090536961566764,0.8247014912229327,1,0,1,1
-1.1068186010057317,-0.2333717084321934,0.9124754904814272,0,0,1,0
0.513778321740272,-0.0878273986185554,-0.8065476272583412,1,0,0,1
1.364515056996093,0.0001730362769367,0.2654632510186513,1,1,1,1
1.4773769019550158,-0.3929786587434221,-0.8143774122890546,1,0,0,1
0.5668712968192546,0.2432497777317634,-0.5580958781702198,1,1,0,0
0.296789050880927,-0.6857188936449192,-1.3584980369621087,1,0,0,0
-0.1994388368433535,-1.1179774460459997,0.7833426561671477,0,0,1,1
0.3861144094030667,0.7781101240068341,0.5655674038522976,1,1,1,1
-0.2221261604188733,-0.8708802262600982,-0.0184842356240179,0,0,0,1
1.3273367936776244,1.6181016783303317,1.6397059292158676,1,1,1,1
-0.7718085915579749,-0.5856701776227057,-0.4331912933599353,0,0,0,0
0.4567487431523543,2.2376055101125023,1.7094547184972009,1,1,1,1
-0.1375789119727356,-0.2338030861759018,0.1305173994185275,0,0,1,0
-0.2462749167652318,0.8887741081944445,0.1011132700763444,0,1,1,0
0.3282666157840108,-1.425790564968541,-2.717501997520993,1,0,0,0
-0.651400166593957,-0.5670710188124484,0.0974239659372179,0,0,1,0
-1.796721573595965,-1.524458272230208,-0.9476670875760176,0,0,0,0
-0.8088316170761995,1.3901115526275658,1.1784342262497645,0,1,1,0
-0.3585752659554428,-0.3165969134049533,0.0471864455008074,0,0,1,0
0.1350573775649679,-0.3655537401309276,-0.296107442191402,1,0,0,0
-0.1581948612287787,-0.6435007718603498,-1.0997917220606177,0,0,0,0
1.582723620505704,0.7186043206903263,-0.6589819522315851,1,1,0,1
0.0579440804078013,0.997139921858998,0.2143370902529304,1,1,1,0
1.51576538842411,1.2999125588581275,-0.1918431611939186,1,1,0,1
-0.1785661770420034,1.8129800215790024,1.5394035586235946,0,1,1,1
-0.3308762658202049,-0.5769972858886202,1.5639916345962157,0,0,1,0
-0.316541583239511,1.0989505396381047,-0.2827169690484483,0,1,0,0
2.419665912468936,1.5442576278960314,0.9019145546893608,1,1,1,1
-0.600439699351456,-0.8659894702978691,-0.7161968263523364,0,0,0,0
-1.4914141045367069,0.2668324350409269,0.1700530008200345,0,1,1,0
-0.2649300204236336,-0.0388359238746817,0.0060900009561897,0,0,1,0
-0.2363892318368827,-0.166158656992381,-0.0977640952167326,0,0,0,1
-0.9546652355485306,-0.4554823735146016,-0.5729683491332807,0,0,0,0
-1.0656021573081536,-0.1689539437701537,0.671192358620234,0,0,1,0
-1.0364198945292056,-0.0094384920748799,-2.22490574379347,0,0,0,0
0.5347845822054055,0.2630722868378471,0.0564735268713786,1,1,1,1
-0.1524664653583929,-0.2205966329591054,-0.9954915175403544,0,0,0,0
-0.2174716070945767,1.6159135635475463,1.1991184516649591,0,1,1,1
-0.1356619506543254,-0.9093760371453294,-0.7626942250579992,0,0,0,0
0.8403654197055418,0.5032506742285788,-1.0544745148639736,1,1,0,1
-0.2814168143244194,1.0239775649361396,0.8881764702675977,0,1,1,1
-1.5987594353071473,-0.2554375799089625,0.5441897394330473,0,0,1,0
0.3793341354948453,0.2929183896344042,-0.066541246432986,1,1,0,0
-1.7708896018756526,-1.146289612908369,-1.80574700730286,0,0,0,0
1.3686682237741494,1.1110810400090352,0.3005844019717992,1,1,1,1
0.9184985476860958,-0.1946394624815544,0.968461381813529,1,0,1,1
0.2241522139751076,-0.0917357153856895,0.0656901865474682,1,0,1,1
-0.0730037899784549,-0.1169582130174297,0.0695801656832342,0,0,1,1
-2.409992449951578,-1.7330311625045014,-1.4314994674092565,0,0,0,0
-0.3589558113829381,0.0998595118028286,-0.4095881414529629,0,1,0,0
1.0335917384009197,-0.5694855047662188,0.111810352319105,1,0,1,1
0.4343326512286151,0.0676911101656904,-0.7702263156633994,1,1,0,1
-0.0669488130396692,0.0415588284486373,-0.116104881651119,0,1,0,0
1.0510756664641987,0.1484582098189349,0.6565605808394415,1,1,1,1
-0.0811354264008198,-0.2925942666933832,0.2029303572116653,0,0,1,1
0.5468899731598649,0.6105728920035274,0.5520505758878117,1,1,1,1
-0.9181129460116512,0.0043220111581155,0.7743288653553863,0,1,1,0
-1.9503899607515889,-0.6676223128570117,-0.8079112210826317,0,0,0,0
-0.057353469198839,0.210284462495834,1.5481427628385915,0,1,1,1
-0.1875448619918277,-0.3425762799927453,0.2440705448875128,0,0,1,1
0.9845668050380812,1.3811171486162486,0.8069412527202801,1,1,1,1
2.132027393857052,1.962791456914576,-0.3529834138489049,1,1,0,1
0.8548757155028965,1.263341113637301,0.9760832446296508,1,1,1,1
-1.2802628772742504,-0.7403556505123707,0.7237342956810612,0,0,1,0
0.1905578095131618,-0.0858199111205192,1.3168372016933607,1,0,1,1
-0.9065422320035076,-2.4195105211358534,-1.5117867462040682,0,0,0,0
1.9575714718556745,0.0678187837496771,-1.1327254751740512,1,1,0,1
0.3212480344734663,0.1058712691698447,-0.1605034897097438,1,1,0,1
-1.1953519635381111,-1.4403416816095418,-2.021302500820481,0,0,0,0
0.6943927472289749,0.2468844520710298,-0.1257138379233112,1,1,0,1
-0.0700828165174655,-0.6034516993979544,-1.0388849075209403,0,0,0,1
0.4273591317624933,1.5881750399016648,2.2874696970798816,1,1,1,1
0.2181180679091419,-0.0611201921955578,0.2078358567129779,1,0,1,1
-0.1215965022431157,-0.9933080271854932,-0.9833486128569076,0,0,0,0
-0.1027195075513689,0.0738074002199356,-0.7960109919037198,0,1,0,0
-0.210762641320881,-0.0573124595120563,-0.7831613910248416,0,0,0,0
0.7934131838896975,0.342669188744912,0.6867452382896565,1,1,1,1
0.6990824812599573,-1.9330131294984167,-1.948072760195559,1,0,0,0
1.071082772448838,0.3123258235294914,-0.1457231433502661,1,1,0,1
-0.4745285778357026,0.5883346290234922,-0.8837101962858412,0,1,0,0
0.0967072863701654,-0.2106864638058841,1.2213504417634788,1,0,1,1
-1.1925498675169823,0.1701544016860262,-0.3418821289334187,0,1,0,0
1.8496483369665648,-0.3977383177143494,-0.1637199074456718,1,0,0,1
-2.415660169784433,-1.9134189122055305,-1.1910130947817097,0,0,0,0
0.6645707130731517,-0.2563646456317118,-2.0005718852876013,1,0,0,0
1.2276952101799432,1.0377776162354948,0.6176696707676831,1,1,1,1
-1.0066210998468956,-1.1820514053874476,-2.0284897576861187,0,0,0,0
0.8896717174515117,0.3835648390994167,0.8344403949895683,1,1,1,1
0.7292521387563881,0.1443720590402255,-1.4671569854130575,1,1,0,0
2.2350648673305384,1.8179391409333263,1.5646053238545643,1,1,1,1
1.3765181413289185,0.8376966754396031,1.2594413896059669,1,1,1,1
-0.2041273217195579,-0.4613135348807656,0.20453839270651,0,0,1,0
1.3703623013568995,2.2802687104152306,1.8966325864106064,1,1,1,1
0.811064506191536,-0.89368900316121,-0.5271264528673728,1,0,0,1
-2.532446407641308,-1.3084462488767727,-0.5738854329572838,0,0,0,0
2.3489980661805565,1.210893427797582,-0.9316966558964334,1,1,0,1
0.0026865877263006,-0.4323794321501066,0.551754434389493,1,0,1,1
0.3879018743538542,1.9801280502361231,1.3951687532192143,1,1,1,1
0.2271320694870562,1.7640066242216803,2.4453742292759486,1,1,1,1
0.8794034891990398,0.5730873204825558,0.0587340505034927,1,1,1,1
-2.2252238822493324,-1.2708232161542463,-0.5143357618945635,0,0,0,0
1.262737143401851,1.4994382834075686,0.7837322264056211,1,1,1,1
-1.4888206027020583,-1.62145227189069,0.1446075278563663,0,0,1,0
0.5985687278196034,-0.0604241086396219,0.7424228918880318,1,0,1,1
-0.337651384246394,-0.7013820601554684,-0.9859959552126102,0,0,0,0
1.149077696620783,1.3213642787176971,-0.1958654781021205,1,1,0,1
-1.245795020644715,-0.2312309925372077,0.6894164338933535,0,0,1,0
1.1318952245544411,0.9867722619681452,1.1166160189409309,1,1,1,1
0.8719329707018018,-0.0757330448867763,0.26186194832167,1,0,1,1
-1.2434154784831644,-0.5957982031712674,-0.54765461899135,0,0,0,0
-1.6972507828942722,-1.136705367434896,-0.9638696906284632,0,0,0,0
0.4823003555520656,0.6103254240423487,0.6480072332026608,1,1,1,1
1.089636052120055,1.0959427573703877,1.2002634169161217,1,1,1,1
-0.9358612765051076,-0.8112441409760618,-0.01374140620187,0,0,0,0
0.4034611036239602,-0.4162262388057471,-1.2374716650487458,1,0,0,0
1.3610743825254112,0.6234335134426181,-0.0594554353981712,1,1,0,1
-0.3930101986703107,0.5949206672987742,-0.274180179786464,0,1,0,0
-0.5680580939980711,0.3546106584524559,0.3302839217767579,0,1,1,1
-0.9493373713793318,-0.4871282154465833,0.6218566149517515,0,0,1,0
0.0012894318465402,-0.8751588169871011,-1.1308817647408138,1,0,0,0
0.4246598405394167,-0.2149105954395782,-0.3635752791174909,1,0,0,1
0.2040320126928311,1.0720000348471792,0.13457625131992,1,1,1,0
-2.9294598376907746,-1.0082782352367028,-1.220376702465649,0,0,0,0
-0.5713765909910328,-1.505212801582594,-1.6441222552640165,0,0,0,0
1.1413136486261255,1.187841730669788,0.4160578122089983,1,1,1,1
0.0978323667955782,0.7766816931289445,-0.7726691782432178,1,1,0,0
0.0704147550000914,-0.6365462561118105,-0.8143009103267814,1,0,0,0
-0.7641637184217788,0.4165166137410409,0.0656179209212485,0,1,1,0
1.3184592766098724,0.0604244987823961,-0.8166174442308635,1,1,0,1
0.7207053116382651,0.4293510274295131,-0.7989040370169087,1,1,0,0
-0.0312506335342817,0.0877006941669124,0.1859064559696576,0,1,1,0
-0.93183721868256,0.4653210569006332,0.2576410947758663,0,1,1,0
-0.2218640394392279,-0.0782149684108034,-0.5166665571925638,0,0,0,1
0.3894079630208311,0.870773145847423,0.5373812248106622,1,1,1,1
-0.8255524447454603,0.4786945942713784,0.1491606426480678,0,1,1,0
0.913774584206926,0.5711030406571159,-1.245662546862511,1,1,0,1
-0.4154209711501596,-0.3244909267696514,-0.8554766454905856,0,0,0,0
0.2108946299789632,-0.841221595359693,-0.497804902751584,1,0,0,1
-0.3520702619138584,-0.4974888241207911,-1.040793677638612,0,0,0,0
-0.9923459438475624,-0.8322930511889948,0.6551411144122836,0,0,1,0
-2.7272268993898634,-1.874204029437755,-1.1225308805623373,0,0,0,0
-1.750548966562806,0.8178129893276802,0.5220274117116455,0,1,1,0
0.094071954756891,1.5673790528391414,2.165287135263195,1,1,1,1
0.4708375804408269,0.7711774206489546,0.6926617184923495,1,1,1,1
-0.6053107158766526,0.0269996856971534,-0.184594184146333,0,1,0,0
-0.9743059854595808,0.267589402608797,1.0400982138791512,0,1,1,0
0.0181857751934895,-0.0015953197727376,0.596506605592229,1,0,1,0
-0.33545826415168,-0.736962319129904,-1.0005053364512524,0,0,0,0
-1.219542481061179,-1.4520109705533082,-1.4935305218296118,0,0,0,0
-0.0672086129282774,0.1769166121439574,0.163545697941376,0,1,1,0
-0.8327266454594988,-1.1942043358308545,-0.678271705555252,0,0,0,0
0.0807303174821118,-0.4686513057414109,0.3999637065854894,1,0,1,1
0.078086477939594,-1.224903246068157,-1.519089003866572,1,0,0,0
0.4929998055678568,-0.2181131511826821,-0.486996839189171,1,0,0,0
0.6507820451533796,0.969201662813288,0.5177295269085685,1,1,1,1
0.3888185794511551,1.9684491856940247,0.8321345102392576,1,1,1,1
-0.4674049619726779,-0.4492855581159005,0.4481830610128698,0,0,1,1
0.7256972860790031,0.84983316316957,0.3862650038779753,1,1,1,1
-0.5714485126829569,-0.1394281568808515,0.4954925253965842,0,0,1,0
-0.6203575576101437,-0.3338433006935835,0.8342095763209854,0,0,1,1
1.2545986447806168,-0.8384088285569764,-1.214360884272707,1,0,0,1
-0.128906969545018,0.6966675380427861,0.4424533857490467,0,1,1,1
0.118471896708213,-0.9213156327560916,-0.9436694597270396,1,0,0,0
0.7164624277306373,1.1487364485317104,0.9790857811294584,1,1,1,1
0.149367174794473,1.0086512126249774,1.019007768791356,1,1,1,1
0.286702005246388,-0.2875493377170932,-0.4529699293694667,1,0,0,0
-0.9294623581971828,-0.042760820970504,-0.2047686217285138,0,0,0,0
-1.5071346931075071,-0.6799515650418902,0.0592627720250383,0,0,1,0
0.7347329419327325,0.3179191363486628,-1.1519859133944188,1,1,0,1
-1.451573284272233,-0.3620012023699971,-1.984493478028741,0,0,0,0
-0.1706569410182438,-0.7486004009857933,-1.1652523779844084,0,0,0,0
0.0186843842928401,1.6991122105474792,0.8010800824811039,1,1,1,1
-0.8002341643046994,-0.8390563226207147,0.4114613300611122,0,0,1,0
1.149467703863489,1.0799357217432914,0.8117947901497276,1,1,1,1
-0.9158464506790808,-1.8742521797347265,-2.197227104829939,0,0,0,0
2.013692864203521,1.1793927713823191,-0.9166122147243948,1,1,0,1
-0.7717907903773008,-0.937104096648488,-0.4215163706207815,0,0,0,0
-3.0936282843127767,-4.069221884803727,-2.6709334810412546,0,0,0,0
-2.142341370931524,-1.6653204928092304,-1.424527905404149,0,0,0,0
-0.4241735961824453,-0.2036337509004148,-0.5376251405763594,0,0,0,0
-0.4551925170633744,0.0297965582156469,0.5763436422267104,0,1,1,0
0.8578979938111841,0.1115457933878382,-0.9460759415510648,1,1,0,1
0.1735089827766347,-0.5182588824957973,0.1217927356720059,1,0,1,1
-1.2980076420847642,-1.865054992365236,-2.004416923022639,0,0,0,0
-0.732348511956118,-0.2264664610877963,0.4832896611850453,0,0,1,0
0.5629153533863479,1.1328260286706575,0.4292423847777729,1,1,1,1
-0.3800400466635488,0.2807155211154033,-0.1856051431395365,0,1,0,0
0.3123256404928194,-1.2902514538386296,-1.2624793618623895,1,0,0,0
2.1221479469373543,2.6192706789224003,0.0596256381847984,1,1,1,1
-1.0377580513459423,-1.1210381569195147,-0.6509866803922314,0,0,0,0
-0.3468927321956581,-0.8399873774190313,-1.5680382883434043,0,0,0,0
0.2261867932267481,0.3835753906030312,-0.2070734546540934,1,1,0,1
1.1689815771987413,-0.1773075367430966,-0.7404874804095299,1,0,0,1
-0.3980003383331557,-0.7024778166867038,0.2500721234197251,0,0,1,0
-2.1290297609576525,-0.5746070804230828,1.1971591897172082,0,0,1,0
0.3476980267883335,-0.1712328005520725,-0.8866477524001288,1,0,0,0
0.7950393114629342,0.1672355242131845,-0.3134820461208012,1,1,0,1
-0.9641826089064656,-1.5893514851486772,-1.5129830456516715,0,0,0,0
-0.3057344228363501,0.4183278693117874,-1.0777517704828667,0,1,0,0
-1.8816505631465468,0.801489821266381,0.2136467168467006,0,1,1,0
0.7310981636211642,1.2586985698550186,2.795592490186932,1,1,1,1
-1.962414809207726,-0.391979140530845,2.3887630802212767,0,0,1,0
-0.5119455945949605,0.2713400597346138,-0.0122147413744345,0,1,0,1
-1.0271944880119477,0.3446949711023372,-0.8522199667345958,0,1,0,0
-0.3855143714112391,-1.3407488496708826,-1.0472091747703265,0,0,0,0
-0.2479723870893247,0.1051858999726905,0.0751000714312592,0,1,1,0
-1.0292724278825662,-1.7547937414448358,-1.2929902590524769,0,0,0,0
0.7442681331116922,-0.2163175209822507,-1.851135161888658,1,0,0,0
-0.1947175570230311,-1.1899841277049323,-2.3339282230980563,0,0,0,0
0.0115845311689662,0.3688911269539103,0.1996632011691569,1,1,1,0
1.5679438202006355,2.595598455165408,1.2247141524052263,1,1,1,1
0.3300859631986276,-0.6537175593796372,-0.2066390900922838,1,0,0,0
0.4011879843594423,0.0363897985227513,0.6886815766907007,1,1,1,1
-0.7214828427438535,-0.2219601388967482,0.1701341887662215,0,0,1,0
0.145608940010203,0.1957344073610267,-0.587579111561024,1,1,0,0
-0.3096254397052412,0.4908379626348961,-0.2132577835207105,0,1,0,0
0.6775370935031738,0.4374696018936568,0.0308254595249953,1,1,1,1
-1.144196017173396,1.321850057321316,-0.0645829808167305,0,1,0,0
-0.9147027433546648,-0.4943339972023652,-0.0108749137707555,0,0,0,0
0.0474819291690091,0.7473066606758082,0.3244982559698124,1,1,1,1
1.084056028134608,1.2616417444796362,-0.0763578052919431,1,1,0,1
-0.4623534751289919,-0.5548189919608012,0.4894790935565484,0,0,1,0
-0.4898357699855968,0.5010354414224397,0.0899736343447862,0,1,1,0
1.5222790619834154,0.4040919478057359,-0.3234060959367558,1,1,0,1
-0.5928505651967003,-0.068583935776744,0.0553393724629568,0,0,1,0
0.3176808951964648,0.4366442702768111,1.0846686692156255,1,1,1,1
0.7032194274742035,0.9037139432612672,0.5775420641473831,1,1,1,1
-0.3381364648641397,-0.3515930396114821,-0.4000398149455858,0,0,0,0
-0.8718385827830761,-1.5075589574733466,-0.9768150940067056,0,0,0,0
1.1104234199943033,0.756644145568644,-0.0263518642511924,1,1,0,1
1.1892828893439689,-0.3549950368425816,0.3662694808463125,1,0,1,1
-0.0288854835839789,0.5330588277468616,1.9824815379099736,0,1,1,1
-0.0489235292660569,-1.303337110537665,0.0622696107890749,0,0,1,1
-1.0617718431070131,-1.7429584367550133,-2.640384266353915,0,0,0,0
0.2527354860709899,-0.5100233877740017,-0.8002894601024907,1,0,0,0
-0.2008646938782433,0.1689018060280221,1.151323696039255,0,1,1,0
-0.5638739213006706,-0.1171951400403783,-1.0610839544765016,0,0,0,0
1.0989213085247391,-0.2260323964287764,-1.2668977881313075,1,0,0,1
-1.370142936482791,-0.0534474853009011,1.2434702609105044,0,0,1,0
-0.7751111593142642,-0.925330584051503,-0.6931276173566749,0,0,0,0
0.9315248653989808,0.5365393632353114,0.0191294847605316,1,1,1,1
0.3683274357015718,-1.3185536353007328,-2.342849058588304,1,0,0,0
0.9223980940081302,0.1016608165317171,-0.4663140817326819,1,1,0,0
